order_id,customer_id,order_date,order_status,shipping_mode
81,887,2026-03-18,completed,express
82,973,2025-08-19,completed,standard
83,39,2026-01-12,completed,express
84,896,2025-06-11,completed,express
85,481,2025-11-20,completed,standard
86,586,2025-09-12,returned,standard
87,1658,2025-02-10,completed,standard
88,777,2025-09-29,completed,standard
89,661,2026-03-26,completed,standard
90,196,2025-02-23,completed,standard
91,1692,2024-11-04,completed,standard
92,860,2024-08-26,completed,standard
93,829,2026-01-25,completed,standard
94,1000,2024-06-26,completed,express
95,1161,2025-12-26,completed,same-day
96,1461,2026-03-17,completed,standard
97,1999,2025-12-11,completed,express
98,71,2025-05-28,completed,express
99,795,2026-06-08,completed,express
100,1033,2025-03-11,completed,standard
101,1449,2026-02-26,completed,standard
102,1872,2025-01-27,completed,standard
103,1810,2026-03-17,completed,express
104,1732,2026-07-13,completed,standard
105,460,2026-05-17,completed,standard
106,117,2026-06-10,completed,standard
107,37,2024-09-06,completed,standard
108,1157,2026-01-25,cancelled,express
109,1110,2026-05-20,completed,standard
110,535,2026-03-28,completed,standard
111,1297,2024-10-02,completed,standard
112,1776,2025-08-05,completed,standard
113,224,2025-01-11,completed,standard
114,1247,2024-08-29,completed,same-day
115,1292,2026-02-03,completed,same-day
116,894,2024-10-16,completed,express
117,869,2026-06-01,completed,standard
118,314,2026-01-26,completed,express
119,1452,2026-03-03,completed,standard
120,939,2025-07-20,completed,standard
121,873,2026-06-28,completed,standard
122,1023,2025-12-26,completed,express
123,1180,2024-04-30,completed,same-day
124,1371,2025-04-13,completed,same-day
125,1843,2024-04-18,completed,standard
126,1704,2025-04-11,returned,same-day
127,1432,2025-10-11,cancelled,standard
128,938,2026-06-18,completed,standard
129,1762,2025-09-11,completed,standard
130,1446,2024-11-21,completed,standard
131,774,2025-03-27,completed,standard
132,831,2024-01-18,completed,express
133,1883,2025-05-30,completed,express
134,1305,2026-07-16,completed,same-day
135,712,2026-04-04,completed,standard
136,944,2024-09-04,completed,express
137,1944,2025-03-12,completed,standard
138,315,2026-07-18,completed,standard
139,409,2025-12-06,completed,standard
140,1384,2026-07-21,cancelled,express
141,166,2025-04-23,completed,standard
142,969,2024-06-07,completed,express
143,340,2026-04-02,completed,express
144,306,2025-08-20,completed,standard
145,991,2024-06-26,completed,standard
146,1590,2026-05-31,completed,standard
147,1886,2025-01-19,completed,express
148,995,2025-02-24,completed,standard
149,465,2026-05-22,completed,standard
150,1116,2026-08-29,completed,standard
151,1999,2025-11-01,completed,standard
152,710,2025-07-08,cancelled,standard
153,519,2025-09-22,cancelled,standard
154,1355,2026-07-19,completed,standard
155,343,2025-09-14,returned,standard
156,1717,2025-12-07,completed,standard
157,1015,2024-09-10,completed,standard
158,1615,2024-06-25,completed,express
159,669,2026-02-08,completed,standard
160,219,2025-02-03,completed,express
161,449,2026-01-05,completed,express
162,1130,2025-04-07,completed,express
163,977,2026-02-04,returned,standard
164,1989,2024-04-20,completed,standard
165,1572,2024-11-14,completed,standard
166,1537,2025-05-20,completed,standard
167,1538,2026-01-19,completed,standard
168,1116,2025-08-28,completed,express
169,1791,2025-03-09,completed,standard
170,1704,2025-01-07,completed,standard
171,1743,2024-10-25,completed,express
172,1210,2026-02-24,completed,standard
173,200,2026-08-01,completed,standard
174,97,2025-03-28,completed,standard
175,1892,2025-12-01,returned,standard
176,1599,2024-12-12,cancelled,express
177,1926,2026-04-16,completed,express
178,1509,2026-06-13,completed,express
179,1951,2026-08-21,completed,express
180,1564,2026-03-11,completed,express
181,1221,2025-02-07,completed,standard
182,1715,2026-06-20,completed,same-day
183,195,2025-07-11,completed,standard
184,1130,2026-08-24,completed,express
185,1023,2025-10-17,completed,standard
186,326,2024-11-27,returned,standard
187,228,2025-03-02,cancelled,express
188,405,2026-03-06,completed,express
189,715,2025-06-23,completed,same-day
190,1457,2025-04-09,completed,standard
191,1418,2026-08-02,completed,standard
192,1521,2024-07-13,completed,standard
193,1005,2026-06-28,completed,standard
194,1737,2025-09-16,completed,standard
195,302,2026-01-13,completed,standard
196,719,2024-08-19,cancelled,standard
197,1637,2024-09-05,completed,standard
198,237,2026-03-20,completed,standard
199,399,2026-06-10,completed,same-day
200,1941,2024-07-11,completed,standard
201,1537,2025-12-01,completed,express
202,13,2024-08-23,cancelled,express
203,1670,2025-11-09,completed,standard
204,948,2026-07-02,completed,standard
205,568,2024-07-01,completed,express
206,336,2025-10-30,completed,standard
207,530,2025-11-14,completed,standard
208,1432,2026-03-18,completed,same-day
209,827,2024-11-03,completed,standard
210,1258,2025-06-01,completed,express
211,486,2025-06-25,completed,standard
212,1504,2024-12-30,completed,standard
213,1066,2025-01-01,completed,standard
214,1577,2026-08-21,completed,standard
215,271,2025-09-28,completed,standard
216,854,2025-07-31,completed,standard
217,1837,2026-07-13,completed,standard
218,1794,2025-04-01,completed,standard
219,1904,2026-05-21,completed,standard
220,1039,2025-08-03,completed,standard
221,1366,2024-10-11,completed,express
222,1887,2025-04-21,completed,express
223,881,2026-06-18,completed,standard
224,1538,2025-01-03,completed,express
225,1437,2026-07-06,completed,standard
226,1042,2025-02-11,completed,standard
227,134,2024-12-06,completed,same-day
228,670,2024-06-11,completed,standard
229,801,2025-07-10,completed,standard
230,1544,2026-01-11,completed,standard
231,865,2026-08-27,completed,standard
232,780,2025-10-01,completed,standard
233,71,2025-08-02,completed,same-day
234,1845,2026-06-12,completed,standard
235,296,2025-08-11,completed,standard
236,1153,2024-12-04,completed,standard
237,1955,2024-08-10,completed,express
238,1960,2025-11-01,completed,standard
239,1599,2025-05-25,completed,standard
240,1747,2024-04-15,completed,standard
241,1948,2025-11-26,cancelled,standard
242,836,2026-05-27,completed,standard
243,1767,2024-02-07,completed,standard
244,1406,2025-09-05,completed,standard
245,1743,2024-03-28,completed,express
246,1444,2025-03-24,completed,same-day
247,622,2026-05-14,completed,standard
248,681,2026-07-26,completed,express
249,1653,2026-01-10,returned,standard
250,1800,2025-06-17,completed,express
251,1222,2025-01-26,completed,standard
252,286,2025-10-09,completed,standard
253,806,2024-11-20,completed,standard
254,1289,2025-09-11,cancelled,express
255,1772,2025-03-01,completed,same-day
256,1249,2026-08-27,completed,standard
257,1238,2024-12-04,returned,standard
258,880,2026-07-11,completed,standard
259,682,2026-07-17,completed,standard
260,1624,2025-04-17,completed,standard
261,1298,2025-02-03,completed,express
262,1549,2024-12-23,completed,express
263,1757,2026-01-26,completed,standard
264,163,2025-11-11,completed,standard
265,1082,2025-06-14,completed,standard
266,773,2026-05-16,completed,standard
267,1439,2025-01-27,completed,standard
268,1754,2024-08-25,completed,express
269,1049,2026-06-21,completed,standard
270,1088,2026-01-01,completed,standard
271,422,2024-04-03,completed,same-day
272,1030,2025-05-15,completed,standard
273,619,2025-02-04,completed,same-day
274,675,2025-04-25,completed,same-day
275,1271,2025-06-16,completed,standard
276,45,2025-09-11,completed,standard
277,1777,2026-01-06,completed,standard
278,1087,2025-02-01,completed,express
279,516,2026-01-16,completed,standard
280,1664,2024-10-08,cancelled,same-day
281,601,2025-10-11,completed,standard
282,844,2025-10-06,completed,standard
283,1019,2026-07-02,completed,standard
284,1463,2025-08-19,completed,express
285,1681,2025-03-03,completed,standard
286,518,2025-02-21,completed,standard
287,1023,2025-12-13,completed,standard
288,240,2026-02-17,completed,standard
289,1510,2024-11-02,completed,standard
290,1883,2026-05-20,completed,standard
291,894,2025-02-21,completed,standard
292,1149,2025-06-12,completed,standard
293,10,2024-10-01,completed,standard
294,671,2026-03-22,completed,standard
295,468,2024-10-12,completed,express
296,1489,2024-09-21,completed,standard
297,1168,2026-05-25,completed,standard
298,1431,2025-03-09,completed,standard
299,1877,2025-12-17,completed,standard
300,1334,2026-04-02,completed,standard
301,1687,2024-10-18,completed,express
302,464,2025-09-16,completed,same-day
303,594,2026-04-06,completed,standard
304,1336,2026-06-23,completed,standard
305,1628,2025-07-28,completed,standard
306,1150,2025-10-12,completed,standard
307,275,2025-12-12,cancelled,same-day
308,749,2025-03-27,completed,standard
309,1474,2025-11-30,completed,same-day
310,202,2025-09-20,completed,standard
311,1040,2026-03-25,completed,standard
312,378,2024-10-10,completed,standard
313,1557,2025-12-05,returned,standard
314,908,2025-08-24,completed,express
315,286,2025-05-02,cancelled,standard
316,848,2025-12-31,completed,same-day
317,822,2025-01-17,completed,express
318,177,2026-08-19,completed,standard
319,848,2025-12-23,completed,express
320,251,2025-10-23,completed,standard
321,424,2026-02-22,completed,standard
322,152,2026-08-25,completed,express
323,1355,2026-07-15,completed,standard
324,804,2025-09-15,completed,standard
325,1121,2026-02-11,cancelled,standard
326,1557,2026-08-30,completed,standard
327,1739,2026-05-22,completed,standard
328,1173,2026-05-21,completed,express
329,1273,2024-12-22,completed,standard
330,1995,2025-02-10,completed,standard
331,1381,2026-06-29,completed,standard
332,1895,2026-06-21,completed,standard
333,1462,2025-09-03,completed,express
334,831,2026-08-09,completed,same-day
335,316,2026-07-14,completed,standard
336,1020,2026-06-19,completed,standard
337,973,2024-12-19,completed,standard
338,915,2026-01-20,completed,standard
339,1938,2025-02-22,completed,standard
340,1033,2025-08-05,completed,standard
341,1065,2026-01-01,completed,standard
342,1394,2025-04-17,completed,standard
343,911,2026-06-07,completed,express
344,63,2025-05-04,completed,standard
345,306,2026-03-04,completed,standard
346,1121,2024-08-21,completed,express
347,1843,2024-10-08,completed,express
348,229,2025-07-23,completed,standard
349,1702,2026-07-25,completed,standard
350,212,2026-03-14,completed,same-day
351,730,2025-01-10,completed,standard
352,574,2026-05-28,completed,standard
353,1053,2025-03-08,completed,standard
354,227,2024-10-21,completed,standard
355,604,2026-08-09,completed,standard
356,742,2026-06-15,completed,standard
357,583,2025-08-17,completed,standard
358,53,2025-07-08,completed,standard
359,279,2026-02-15,completed,standard
360,1569,2025-12-24,completed,standard
361,842,2025-11-30,cancelled,standard
362,1875,2025-09-11,completed,standard
363,605,2025-11-02,completed,same-day
364,561,2025-11-27,completed,standard
365,358,2025-05-08,completed,standard
366,1477,2025-08-16,completed,standard
367,4,2024-01-20,completed,same-day
368,1099,2026-06-27,completed,standard
369,130,2025-01-22,completed,standard
370,86,2024-09-08,completed,same-day
371,964,2025-09-15,completed,express
372,615,2026-06-26,completed,same-day
373,904,2026-08-11,completed,standard
374,669,2026-05-31,completed,standard
375,748,2024-04-16,completed,standard
376,1668,2025-05-03,completed,standard
377,1666,2026-03-08,completed,standard
378,257,2025-06-08,completed,standard
379,271,2025-06-15,completed,standard
380,1273,2026-02-13,cancelled,express
381,1520,2026-06-05,completed,standard
382,1337,2025-12-06,completed,standard
383,291,2024-08-12,completed,express
384,1456,2025-04-28,completed,standard
385,171,2025-07-22,completed,standard
386,1250,2026-03-23,completed,standard
387,1248,2026-03-08,completed,standard
388,767,2026-02-27,completed,express
389,1800,2026-02-11,completed,standard
390,671,2026-06-17,completed,standard
391,87,2025-08-28,completed,standard
392,1343,2025-03-31,completed,express
393,882,2026-05-25,returned,standard
394,552,2026-02-07,completed,standard
395,170,2026-07-23,completed,standard
396,323,2025-05-27,completed,standard
397,48,2026-05-26,returned,standard
398,1261,2024-08-20,completed,express
399,1542,2026-05-13,completed,standard
400,612,2026-02-17,completed,standard
401,1291,2025-10-15,completed,express
402,1289,2025-05-17,completed,standard
403,164,2024-05-18,completed,standard
404,1911,2024-08-14,completed,express
405,1090,2025-02-14,completed,standard
406,1512,2026-07-25,completed,standard
407,1916,2024-04-10,returned,express
408,1051,2024-11-20,completed,express
409,1499,2025-07-30,completed,standard
410,1013,2026-07-19,completed,standard
411,37,2024-08-11,completed,standard
412,1318,2025-09-27,completed,standard
413,1070,2025-05-23,completed,standard
414,1925,2024-08-14,completed,express
415,548,2026-06-22,completed,standard
416,406,2025-04-06,completed,express
417,1658,2025-03-13,cancelled,standard
418,1676,2025-12-05,completed,standard
419,1164,2025-01-27,completed,standard
420,163,2026-08-06,completed,standard
421,1073,2025-11-15,completed,standard
422,634,2025-01-13,completed,express
423,1181,2025-04-07,completed,express
424,989,2026-03-17,cancelled,standard
425,1869,2026-05-13,completed,standard
426,673,2025-06-28,completed,standard
427,354,2026-06-15,completed,express
428,47,2024-11-13,completed,standard
429,1063,2025-09-30,completed,same-day
430,757,2026-05-20,completed,standard
431,175,2026-06-30,completed,express
432,1959,2026-03-02,returned,standard
433,1090,2026-08-13,completed,express
434,565,2024-09-26,completed,standard
435,357,2026-04-17,completed,express
436,1535,2025-10-07,completed,express
437,302,2024-10-31,completed,express
438,1905,2025-07-24,completed,standard
439,1358,2024-02-24,completed,express
440,112,2025-08-16,completed,express
441,1922,2025-12-06,completed,standard
442,356,2026-03-29,completed,standard
443,1428,2026-05-14,completed,standard
444,592,2026-06-19,cancelled,same-day
445,189,2025-05-24,completed,standard
446,279,2025-06-20,completed,standard
447,1783,2024-08-05,completed,standard
448,514,2025-08-30,completed,standard
449,1884,2025-08-08,completed,standard
450,1798,2025-03-21,completed,standard
451,100,2025-03-12,completed,standard
452,475,2026-05-01,completed,standard
453,1196,2026-06-06,completed,standard
454,469,2025-09-05,completed,standard
455,1025,2026-01-16,completed,express
456,1018,2025-09-21,completed,same-day
457,1899,2025-04-25,completed,standard
458,538,2025-06-16,completed,standard
459,630,2025-07-22,completed,express
460,1110,2026-03-20,completed,standard
461,125,2025-03-04,returned,standard
462,55,2025-10-17,completed,same-day
463,1268,2024-09-02,completed,standard
464,1827,2025-08-16,completed,standard
465,37,2025-04-29,completed,standard
466,1112,2025-11-10,completed,standard
467,1177,2025-10-24,completed,standard
468,194,2025-12-25,completed,standard
469,1523,2025-09-18,completed,standard
470,1303,2026-02-06,completed,standard
471,243,2026-06-30,completed,standard
472,1142,2024-08-15,completed,standard
473,888,2025-05-08,completed,standard
474,1690,2025-11-08,completed,standard
475,1009,2025-06-26,completed,standard
476,1566,2025-10-28,completed,express
477,278,2024-10-31,completed,express
478,1088,2025-08-21,cancelled,standard
479,329,2024-11-27,cancelled,standard
480,486,2024-09-17,completed,standard
481,1906,2024-03-04,completed,standard
482,1923,2026-01-24,completed,standard
483,1113,2026-01-26,completed,standard
484,79,2026-01-24,completed,standard
485,1625,2025-12-23,completed,express
486,1922,2025-04-15,completed,standard
487,1243,2026-02-12,completed,standard
488,1307,2025-09-06,completed,standard
489,327,2025-12-15,completed,standard
490,115,2024-09-20,completed,same-day
491,1843,2025-08-30,completed,standard
492,545,2026-04-02,completed,standard
493,498,2025-08-24,completed,standard
494,1360,2026-07-13,completed,standard
495,1999,2026-07-09,completed,standard
496,1683,2026-07-21,completed,express
497,420,2025-08-27,completed,standard
498,1679,2025-06-30,completed,same-day
499,558,2025-08-24,completed,standard
500,315,2026-07-27,completed,express
501,1074,2025-03-13,completed,express
502,135,2025-04-20,completed,standard
503,172,2026-06-05,completed,standard
504,1401,2026-06-26,completed,standard
505,1660,2025-07-08,completed,standard
506,1450,2025-07-04,completed,standard
507,1998,2026-08-05,completed,express
508,1751,2025-01-25,completed,standard
509,417,2025-11-25,completed,standard
510,1018,2026-04-04,returned,standard
511,1606,2024-12-28,cancelled,standard
512,1764,2025-06-27,completed,express
513,1891,2026-03-01,completed,standard
514,1271,2025-12-16,completed,standard
515,1959,2025-03-03,completed,standard
516,1418,2026-04-20,completed,standard
517,545,2025-06-15,completed,standard
518,1326,2025-12-10,completed,standard
519,636,2026-01-01,completed,standard
520,416,2026-07-14,completed,standard
521,1918,2025-11-23,completed,standard
522,649,2025-07-08,completed,standard
523,1828,2025-09-11,completed,standard
524,259,2025-04-28,completed,standard
525,1845,2026-03-16,completed,standard
526,1219,2026-06-10,completed,express
527,8,2025-06-07,completed,standard
528,19,2026-03-19,cancelled,express
529,341,2026-07-03,completed,standard
530,1114,2026-06-10,completed,same-day
531,1398,2026-03-24,completed,standard
532,983,2024-02-19,completed,express
533,779,2024-06-02,completed,standard
534,158,2025-11-29,completed,express
535,1749,2026-05-07,completed,express
536,1302,2026-07-11,completed,express
537,1084,2025-12-18,completed,standard
538,1782,2025-11-29,returned,express
539,1631,2026-01-11,completed,express
540,887,2024-09-16,cancelled,express
541,238,2026-04-07,completed,same-day
542,1947,2025-04-10,completed,standard
543,746,2024-06-09,completed,standard
544,1202,2026-04-17,completed,standard
545,766,2025-12-13,completed,same-day
546,1676,2024-11-05,completed,same-day
547,1624,2025-07-12,cancelled,standard
548,1969,2026-07-13,completed,standard
549,241,2025-11-02,completed,express
550,731,2025-02-26,completed,express
551,380,2026-04-17,completed,standard
552,18,2026-02-26,completed,standard
553,1484,2025-05-10,completed,same-day
554,1514,2026-03-12,completed,express
555,1362,2024-03-31,completed,standard
556,1421,2026-02-20,completed,standard
557,376,2026-07-23,completed,standard
558,1632,2026-05-29,completed,express
559,1251,2024-06-19,completed,standard
560,1618,2025-02-26,completed,standard
561,438,2025-06-16,completed,standard
562,1960,2025-04-16,completed,standard
563,1935,2025-06-20,completed,standard
564,71,2026-05-15,completed,express
565,993,2025-01-30,completed,standard
566,1412,2025-06-09,cancelled,express
567,1214,2024-09-30,completed,express
568,14,2026-01-26,completed,express
569,1970,2026-07-26,completed,standard
570,1277,2026-01-27,completed,standard
571,213,2024-05-25,completed,standard
572,552,2026-03-18,completed,express
573,1008,2025-11-01,completed,standard
574,334,2026-03-19,completed,express
575,381,2025-05-18,completed,standard
576,1475,2025-09-17,completed,standard
577,1345,2024-09-18,completed,express
578,1205,2026-03-14,completed,standard
579,344,2025-12-05,returned,standard
580,1181,2025-07-04,completed,standard
581,1489,2024-08-08,completed,standard
582,247,2024-06-07,completed,standard
583,1868,2026-05-23,completed,standard
584,1709,2024-03-29,completed,standard
585,1758,2026-06-02,completed,standard
586,1458,2024-06-24,completed,standard
587,547,2024-05-13,completed,express
588,1692,2025-10-19,completed,standard
589,45,2025-01-07,completed,standard
590,1942,2025-04-08,completed,standard
591,1357,2025-08-15,completed,same-day
592,1230,2025-10-20,completed,standard
593,1362,2025-02-27,completed,express
594,1762,2024-07-30,completed,standard
595,3,2026-06-02,completed,express
596,850,2025-07-17,completed,standard
597,1347,2024-10-09,completed,standard
598,1299,2024-08-06,completed,standard
599,1705,2026-02-20,completed,standard
600,639,2026-07-28,completed,express
601,1687,2026-02-10,completed,express
602,812,2024-04-15,completed,express
603,236,2024-10-05,completed,standard
604,1044,2024-10-29,completed,standard
605,1000,2025-03-30,completed,standard
606,1042,2024-09-06,completed,same-day
607,84,2024-11-15,completed,standard
608,1444,2024-05-17,completed,standard
609,89,2025-01-19,completed,standard
610,1837,2026-08-17,completed,express
611,1071,2026-07-15,completed,standard
612,626,2026-03-28,returned,standard
613,778,2024-03-25,completed,express
614,663,2026-02-14,completed,standard
615,1754,2024-04-06,completed,standard
616,1617,2025-03-01,completed,standard
617,1981,2024-02-05,completed,standard
618,446,2025-01-02,completed,same-day
619,1382,2024-09-16,completed,standard
620,1917,2025-05-19,completed,standard
621,1834,2026-01-30,completed,same-day
622,387,2026-03-14,completed,express
623,651,2026-04-29,completed,standard
624,121,2024-09-06,completed,same-day
625,1251,2026-07-19,completed,express
626,53,2026-05-08,completed,standard
627,860,2025-07-07,cancelled,standard
628,47,2024-10-06,completed,standard
629,1596,2025-12-25,cancelled,standard
630,1871,2024-03-21,cancelled,standard
631,1679,2024-10-16,completed,same-day
632,490,2026-01-01,completed,same-day
633,947,2026-04-20,completed,standard
634,1918,2024-07-22,completed,standard
635,1664,2025-10-14,completed,standard
636,1640,2024-10-25,completed,standard
637,1047,2026-06-03,completed,standard
638,469,2024-10-06,completed,same-day
639,141,2026-08-23,completed,standard
640,1200,2026-03-14,completed,standard
641,874,2026-04-08,completed,standard
642,184,2025-12-10,completed,standard
643,889,2026-03-19,completed,same-day
644,241,2024-12-07,completed,standard
645,1950,2025-07-27,completed,standard
646,1833,2024-09-19,returned,standard
647,748,2024-04-15,completed,standard
648,1777,2026-07-08,completed,standard
649,1391,2026-03-16,cancelled,same-day
650,1566,2025-05-09,completed,standard
651,119,2025-05-28,completed,standard
652,1607,2024-07-11,returned,express
653,105,2025-01-23,completed,same-day
654,1223,2025-08-05,returned,standard
655,860,2026-04-28,completed,standard
656,195,2026-08-09,completed,same-day
657,106,2026-06-25,completed,standard
658,101,2025-08-06,completed,express
659,1696,2026-05-29,completed,standard
660,801,2026-01-06,completed,standard
661,1236,2024-05-04,completed,standard
662,820,2025-01-16,completed,standard
663,1726,2025-10-25,completed,express
664,1578,2024-09-22,completed,standard
665,1249,2026-03-02,completed,standard
666,907,2025-06-23,cancelled,standard
667,929,2025-07-07,completed,standard
668,853,2024-08-24,completed,standard
669,1242,2026-05-12,completed,same-day
670,194,2025-05-16,completed,standard
671,1301,2026-05-24,completed,standard
672,1351,2024-12-07,completed,express
673,50,2026-07-11,completed,express
674,1042,2025-11-02,completed,standard
675,1180,2026-04-04,completed,express
676,208,2026-03-17,completed,standard
677,25,2025-12-22,completed,standard
678,1428,2025-04-22,completed,standard
679,1188,2026-08-29,completed,standard
680,1679,2024-09-24,completed,standard
681,1809,2025-10-09,completed,standard
682,243,2026-03-23,completed,express
683,1025,2025-10-19,completed,standard
684,702,2025-10-13,completed,express
685,965,2024-02-25,completed,standard
686,1243,2026-02-13,completed,standard
687,364,2024-10-20,completed,same-day
688,270,2024-05-01,completed,standard
689,85,2026-03-03,completed,standard
690,247,2024-07-19,completed,standard
691,1173,2024-06-23,completed,standard
692,1033,2025-09-27,completed,standard
693,1303,2025-05-07,completed,express
694,707,2024-08-12,returned,standard
695,1172,2026-01-02,completed,standard
696,1089,2025-02-23,completed,standard
697,285,2026-08-23,completed,same-day
698,939,2025-09-10,completed,standard
699,1207,2025-11-11,completed,standard
700,578,2026-02-08,completed,standard
701,1942,2026-01-25,completed,standard
702,1043,2025-06-20,completed,same-day
703,1317,2025-10-02,completed,standard
704,283,2025-12-17,completed,express
705,470,2026-02-20,completed,standard
706,1637,2025-08-20,cancelled,standard
707,1123,2024-09-12,completed,standard
708,104,2025-12-16,completed,express
709,680,2026-01-11,completed,express
710,1954,2024-01-27,completed,standard
711,1281,2024-05-25,completed,standard
712,397,2025-03-29,completed,standard
713,131,2026-06-26,cancelled,standard
714,371,2026-03-27,completed,standard
715,951,2025-07-28,completed,standard
716,1388,2026-05-14,completed,express
717,936,2025-01-24,completed,standard
718,1389,2025-05-04,completed,express
719,1701,2026-07-05,completed,standard
720,1138,2026-04-28,completed,express
721,666,2026-04-02,completed,standard
722,595,2024-07-23,completed,standard
723,650,2026-02-17,returned,standard
724,201,2024-12-26,completed,standard
725,1748,2024-08-06,completed,standard
726,1820,2025-03-11,completed,standard
727,1000,2025-10-14,completed,standard
728,1841,2025-09-18,completed,express
729,1277,2025-04-03,completed,same-day
730,1391,2025-07-25,completed,standard
731,934,2026-07-17,completed,standard
732,421,2025-06-12,completed,standard
733,963,2025-04-07,completed,standard
734,1535,2024-03-09,completed,standard
735,1628,2026-01-14,completed,standard
736,1616,2025-03-07,completed,standard
737,745,2025-06-01,completed,standard
738,798,2026-07-02,returned,standard
739,1651,2025-12-22,completed,standard
740,13,2025-10-19,completed,standard
741,20,2025-12-25,completed,standard
742,707,2025-03-05,completed,standard
743,1113,2026-07-03,completed,same-day
744,278,2025-11-13,returned,standard
745,877,2024-09-26,completed,standard
746,1264,2026-06-06,completed,standard
747,1825,2026-06-10,completed,standard
748,711,2025-03-04,completed,standard
749,1951,2026-03-10,cancelled,standard
750,394,2025-10-03,completed,express
751,562,2026-01-20,completed,same-day
752,434,2024-02-06,cancelled,same-day
753,522,2026-02-18,returned,standard
754,342,2024-09-17,completed,express
755,1692,2024-09-28,completed,same-day
756,488,2025-05-20,completed,standard
757,385,2026-07-16,completed,standard
758,345,2025-04-15,completed,standard
759,522,2025-11-05,completed,standard
760,194,2024-07-28,completed,standard
761,1663,2024-08-01,cancelled,standard
762,268,2026-02-27,completed,standard
763,1311,2025-10-31,completed,same-day
764,1765,2026-05-26,completed,standard
765,670,2026-08-19,completed,standard
766,416,2025-09-04,completed,standard
767,913,2025-02-03,completed,same-day
768,730,2025-10-31,completed,standard
769,737,2026-08-03,completed,express
770,336,2025-12-05,completed,same-day
771,1061,2024-11-23,completed,express
772,1599,2025-12-19,completed,standard
773,1247,2026-04-23,completed,express
774,863,2024-03-02,returned,standard
775,1423,2024-12-11,completed,same-day
776,229,2025-09-06,completed,standard
777,1761,2025-03-24,completed,standard
778,253,2025-10-12,completed,standard
779,372,2026-06-26,completed,same-day
780,1071,2026-07-30,completed,standard
781,1394,2025-10-12,completed,same-day
782,630,2026-08-07,completed,standard
783,856,2024-10-18,completed,standard
784,1273,2026-06-17,cancelled,standard
785,1842,2025-05-28,completed,standard
786,1524,2025-07-10,completed,express
787,1178,2025-04-13,completed,express
788,1706,2026-01-07,completed,express
789,584,2026-06-06,completed,same-day
790,290,2024-12-05,completed,express
791,490,2024-12-09,completed,express
792,1258,2024-11-25,completed,standard
793,555,2026-07-17,completed,express
794,245,2026-07-04,completed,standard
795,1024,2026-08-04,completed,standard
796,1172,2025-01-07,completed,standard
