order_item_id,order_id,product_id,quantity,discount_pct
126,52,18,1,0.2
127,52,16,2,0
128,53,18,2,0
129,53,22,3,0
130,54,14,3,0
131,54,24,1,0.15
132,55,4,3,0
133,55,14,2,0.1
134,56,14,2,0
135,56,1,1,0
136,56,24,2,0
137,56,9,1,0
138,57,9,3,0.15
139,57,18,1,0
140,58,18,1,0.1
141,58,16,2,0.15
142,58,24,1,0
143,58,16,2,0.15
144,59,4,2,0
145,59,1,3,0
146,59,7,1,0
147,59,3,2,0
148,60,5,2,0
149,60,4,3,0.1
150,60,8,2,0
151,61,24,3,0.1
152,61,20,3,0
153,61,12,3,0
154,62,3,2,0.15
155,62,2,1,0
156,62,18,2,0
157,63,24,3,0
158,64,22,2,0.15
159,64,13,2,0
160,64,6,3,0.15
161,65,8,1,0
162,65,12,2,0.1
163,66,10,3,0
164,66,5,2,0
165,66,4,2,0.2
166,66,19,2,0.15
167,67,5,3,0
168,68,16,3,0.1
169,68,14,1,0.15
170,68,7,1,0.2
171,68,17,2,0.15
172,69,8,1,0
173,69,7,3,0
174,69,11,1,0
175,69,9,1,0.1
176,70,16,3,0
177,71,21,3,0
178,71,14,2,0
179,71,11,2,0
180,71,14,3,0.15
181,72,8,3,0
182,72,12,2,0
183,73,6,1,0
184,74,23,1,0.2
185,74,11,1,0
186,74,10,3,0
187,75,16,1,0
188,75,11,1,0
189,75,11,3,0.15
190,75,19,1,0
191,76,7,3,0.15
192,76,5,1,0
193,77,8,3,0
194,77,6,3,0
195,77,2,2,0.1
196,78,3,1,0
197,79,7,1,0.2
198,80,7,1,0
199,81,22,2,0
200,81,5,1,0
201,81,6,3,0.1
202,81,10,2,0.15
203,82,14,1,0
204,82,6,3,0
205,82,24,3,0
206,82,8,2,0.1
207,83,9,3,0.15
208,83,18,3,0.2
209,84,13,1,0
210,84,23,1,0.1
211,84,13,2,0
212,85,6,2,0
213,85,21,3,0
214,85,20,2,0.1
215,85,10,1,0
216,86,19,3,0
217,86,6,2,0.1
218,86,9,2,0.1
219,86,24,2,0.2
220,87,5,3,0.15
221,87,18,2,0.2
222,87,8,1,0
223,87,7,3,0.1
224,88,16,1,0
225,88,21,2,0.2
226,88,23,2,0
227,89,7,3,0
228,89,14,3,0
229,89,17,3,0.1
230,90,13,3,0.15
231,91,20,3,0.15
232,91,22,1,0.1
233,92,4,2,0.15
234,93,1,2,0
235,93,16,1,0.1
236,94,4,2,0.15
237,95,18,1,0.1
238,96,10,2,0
239,97,6,2,0.2
240,97,9,1,0.2
241,97,19,3,0
242,97,13,3,0
243,98,20,1,0.1
244,98,5,3,0.15
245,99,7,2,0.15
246,100,6,3,0.1
247,101,3,3,0.1
248,101,15,3,0
249,101,14,3,0.15
250,101,8,1,0
251,102,4,1,0
252,102,19,1,0
253,102,13,3,0
254,102,19,3,0
255,103,8,1,0
256,103,9,1,0.1
257,104,22,2,0.15
258,104,4,2,0
259,105,24,1,0
260,106,9,3,0
261,107,1,1,0
262,108,5,3,0.15
263,109,13,3,0
264,110,8,2,0
265,111,10,3,0
266,111,5,1,0
267,111,11,1,0
268,112,16,3,0
269,113,16,1,0.2
270,113,3,2,0
271,113,7,1,0.2
272,114,5,2,0.1
273,115,10,1,0
274,116,11,1,0.1
275,116,23,1,0.15
276,116,7,2,0.1
277,117,7,3,0
278,117,8,3,0
279,117,2,3,0.1
280,117,10,3,0
281,118,6,1,0.2
282,118,5,1,0
283,118,10,1,0
284,119,2,2,0.15
285,119,22,2,0.2
286,119,6,2,0
287,120,11,1,0.2
288,120,16,3,0
289,121,16,3,0
290,121,23,2,0.15
291,121,18,3,0.2
292,122,14,2,0.15
293,122,10,3,0.15
294,122,20,1,0
295,123,14,2,0
296,123,22,2,0
297,123,12,2,0.15
298,124,21,3,0
299,124,15,1,0.1
300,124,13,1,0.2
301,124,12,2,0
302,125,22,1,0
303,126,8,1,0.1
304,127,9,1,0.2
305,127,17,2,0
306,128,14,3,0.15
307,128,2,3,0
308,128,4,2,0
309,128,18,1,0
310,129,4,2,0.2
311,130,6,3,0
312,130,10,1,0.15
313,131,12,3,0.15
314,131,20,2,0
315,132,15,3,0
316,132,8,2,0
317,132,23,1,0
318,133,7,2,0.1
319,133,5,1,0.2
320,133,17,3,0
321,134,4,3,0.2
322,134,22,2,0.1
323,134,18,1,0.15
324,135,3,1,0
325,136,8,2,0
326,136,20,2,0
327,136,17,1,0.2
328,137,10,3,0.2
329,137,5,3,0
330,137,6,1,0.2
331,137,17,3,0.15
332,138,16,3,0.2
333,138,23,1,0.2
334,138,8,2,0.15
335,139,22,3,0.2
336,139,23,2,0
337,140,20,3,0
338,140,11,2,0.15
339,140,11,2,0.1
340,140,12,3,0.15
341,141,6,3,0.2
342,141,1,2,0.15
343,141,14,3,0.2
344,142,1,2,0
345,142,24,1,0.1
346,142,11,2,0.1
347,142,8,1,0.1
348,143,13,2,0
349,144,10,3,0.15
350,145,7,2,0.2
351,145,13,3,0.15
352,145,6,3,0.15
353,146,6,2,0
354,146,18,2,0.2
355,146,6,1,0.2
356,146,5,2,0
357,147,3,2,0.2
358,147,5,2,0
359,147,24,2,0
360,148,18,2,0
361,148,15,2,0.15
362,148,1,2,0
363,149,9,1,0
364,149,15,1,0
365,150,22,3,0
366,150,12,1,0
367,150,3,2,0.2
368,151,2,2,0
369,151,5,3,0.1
370,152,15,1,0
371,153,1,2,0
372,153,14,2,0.15
373,154,19,1,0.1
374,154,13,3,0
375,155,5,2,0
376,155,7,1,0
377,156,1,1,0
378,156,2,2,0
379,156,22,3,0
380,157,20,1,0.1
381,157,20,2,0
382,157,20,1,0
383,158,14,1,0.1
384,158,5,1,0
385,158,13,3,0.2
386,159,12,3,0
387,159,1,3,0.1
388,159,19,3,0
389,160,5,3,0
390,160,3,2,0.2
391,161,10,2,0.1
392,162,1,3,0
393,162,20,2,0
394,162,7,3,0.15
395,162,23,1,0
396,163,23,2,0
397,163,2,2,0
398,163,22,2,0.2
399,163,14,1,0
400,164,16,3,0
401,164,14,3,0
402,164,24,3,0
403,165,16,3,0.15
404,165,22,2,0
405,165,13,3,0.1
406,165,21,2,0
407,166,4,3,0
408,166,19,1,0
409,166,5,2,0.2
410,166,17,3,0
411,167,3,1,0
412,167,5,3,0
413,167,7,1,0
414,167,1,3,0
415,168,8,3,0.2
416,168,3,1,0
417,169,13,3,0
418,169,5,2,0.15
419,169,23,2,0
420,169,16,3,0.15
421,170,11,1,0.15
422,171,13,2,0
423,172,8,2,0
424,172,5,2,0
425,172,9,2,0
426,172,8,1,0.1
427,173,20,2,0.1
428,173,9,3,0.1
429,173,17,2,0.15
430,173,14,1,0
431,174,4,1,0
432,174,14,3,0
433,174,11,1,0.1
434,175,18,2,0
435,175,5,3,0
436,175,14,1,0.1
437,175,14,3,0.1
438,176,20,2,0.15
439,177,3,1,0.15
440,177,4,2,0.1
441,178,5,1,0
442,178,16,2,0.15
443,179,10,2,0.1
444,180,4,3,0
445,180,23,3,0
446,180,15,1,0
447,181,15,3,0.2
448,181,5,1,0
449,181,15,3,0.2
450,182,11,1,0.2
451,182,13,2,0.1
452,182,24,2,0
453,183,17,2,0
454,183,1,1,0
455,184,2,3,0.2
456,185,9,3,0
457,185,7,1,0.1
458,185,15,3,0.15
459,185,13,1,0.15
460,186,16,3,0.2
461,186,21,1,0.2
462,186,7,2,0
463,186,11,3,0.2
464,187,1,3,0
465,187,14,2,0.15
466,188,9,3,0
467,188,3,3,0
468,189,3,1,0
469,190,18,1,0
470,191,10,2,0.2
471,192,12,2,0.1
472,193,7,3,0.2
473,193,21,1,0
474,193,17,3,0
475,194,7,1,0.15
476,195,13,2,0.1
477,195,4,2,0.1
478,195,18,2,0
479,196,22,1,0.1
480,196,20,3,0.2
481,196,18,3,0.2
482,196,7,2,0.2
483,197,14,3,0.1
484,197,4,1,0.15
485,197,19,2,0.1
486,197,15,2,0.15
487,198,14,1,0.1
488,198,2,3,0
489,199,12,1,0
490,199,12,3,0.15
491,200,18,2,0
492,200,12,1,0
493,201,10,1,0.1
494,201,13,3,0
495,202,18,1,0
496,202,22,2,0.15
497,202,9,2,0.1
498,203,1,1,0.15
499,203,11,1,0
500,204,14,3,0.15
501,204,21,1,0
502,204,11,1,0.2
503,204,12,3,0.2
504,205,10,2,0
505,205,8,1,0.15
506,205,15,1,0
507,206,21,2,0
508,207,16,2,0.1
509,207,24,1,0
510,207,17,2,0
511,207,11,1,0.2
512,208,1,3,0
513,208,1,2,0
514,209,5,1,0
515,209,22,2,0.1
516,209,7,3,0
517,210,16,1,0.15
518,210,23,2,0
519,210,22,3,0.15
520,210,21,2,0
521,211,13,2,0.1
522,211,10,1,0.15
523,211,20,3,0.2
524,211,13,3,0
525,212,5,1,0
526,212,5,3,0.1
527,212,22,3,0
528,213,5,1,0.15
529,213,3,2,0
530,214,23,2,0.1
531,214,22,1,0.1
532,214,2,1,0
533,215,2,3,0.2
534,215,4,1,0
535,215,13,3,0
536,216,12,3,0.15
537,216,23,1,0.2
538,216,9,2,0
539,216,20,2,0.15
540,217,12,2,0
541,217,20,1,0
542,218,13,1,0.2
543,218,17,2,0.2
544,218,13,2,0.2
545,219,3,2,0.2
546,219,5,3,0.1
547,220,13,3,0
548,220,9,3,0
549,220,24,2,0.2
550,221,1,3,0.1
551,221,22,1,0
552,222,3,3,0
553,222,18,2,0
554,222,7,1,0.1
555,223,21,3,0.2
556,224,13,3,0.2
557,224,7,1,0
558,225,17,3,0.15
559,226,10,3,0
560,227,23,2,0
561,227,11,3,0.15
562,227,6,3,0.2
563,228,23,1,0.2
564,228,15,2,0.1
565,228,3,1,0.1
566,229,5,1,0.2
567,230,15,3,0
568,230,15,1,0
569,230,23,1,0
570,231,22,3,0
571,231,22,3,0
572,231,1,3,0.1
573,232,5,1,0.15
574,232,19,1,0.2
575,232,10,1,0.2
576,233,21,1,0.2
577,233,4,2,0.1
578,233,14,2,0.2
579,234,22,3,0.15
580,234,7,2,0
581,235,1,1,0.2
582,235,21,2,0.2
583,235,6,2,0.1
584,236,15,3,0.2
585,236,17,1,0.15
586,236,23,3,0
587,236,15,3,0.1
588,237,6,3,0.2
589,237,20,3,0.2
590,238,11,3,0.15
591,238,4,1,0
592,239,11,3,0.1
593,239,13,2,0
594,239,18,1,0.15
595,239,12,3,0.15
596,240,4,2,0
597,240,13,2,0.1
598,240,18,3,0
599,241,13,2,0
600,241,18,3,0.1
601,241,3,3,0
602,242,21,2,0
603,243,17,2,0.15
604,243,16,2,0.2
605,244,5,3,0
606,245,21,1,0
607,245,21,3,0.1
608,245,21,1,0.1
609,246,22,3,0.15
610,246,12,1,0
611,246,6,1,0
612,246,14,3,0
613,247,2,1,0.1
614,247,21,1,0
615,248,21,3,0.1
616,248,5,2,0.2
617,248,19,2,0
618,248,8,2,0.2
619,249,16,3,0
620,249,21,2,0
621,249,13,3,0.15
622,250,9,1,0.2
623,250,13,3,0.1
624,250,7,2,0.2
625,250,10,2,0
626,251,21,2,0.15
627,251,18,3,0.1
628,251,12,3,0
629,251,22,3,0
630,252,22,2,0.2
631,252,18,2,0.2
632,253,13,2,0.15
633,253,11,1,0
634,253,1,3,0.1
635,253,16,2,0.15
636,254,8,1,0.2
637,254,14,3,0.15
638,254,7,3,0.2
639,255,20,3,0
640,255,18,1,0
641,255,1,3,0
642,255,11,1,0
643,256,13,2,0
644,256,24,1,0
645,256,15,1,0
646,257,19,1,0.2
647,257,15,2,0
648,258,9,3,0
649,258,22,3,0.2
650,258,1,1,0.15
651,259,4,2,0
652,259,22,1,0.2
653,259,23,3,0
654,260,10,1,0
655,261,22,3,0.2
656,261,22,1,0
657,261,16,3,0
658,262,4,1,0
659,263,13,2,0
660,263,15,2,0
661,264,22,2,0
662,264,23,1,0.15
663,265,12,2,0
664,265,3,2,0.2
665,265,14,1,0.15
666,266,4,1,0.1
667,266,22,2,0
668,266,12,2,0.2
669,267,5,2,0
670,267,18,1,0.1
671,267,15,1,0
672,267,15,2,0.1
673,268,16,2,0.1
674,268,24,3,0.2
675,268,6,2,0
676,269,17,1,0.15
677,269,21,2,0.1
678,269,6,1,0.15
679,270,20,2,0
680,271,3,2,0.2
681,271,16,1,0
682,271,11,1,0.2
683,272,5,3,0.2
684,272,24,2,0.1
685,273,9,1,0.15
686,273,18,3,0
687,274,21,1,0
688,274,5,2,0.15
689,274,8,2,0
690,275,24,1,0
691,275,8,2,0
692,276,6,3,0.15
693,276,3,1,0.2
694,276,11,2,0.15
695,276,1,3,0
696,277,21,2,0
697,277,14,3,0
698,278,22,3,0.1
699,278,16,1,0.2
700,279,22,2,0.15
701,280,15,1,0
702,281,24,1,0.2
703,282,4,3,0.15
704,282,8,2,0.15
705,283,14,2,0
706,283,1,2,0
707,283,19,3,0.2
708,283,15,2,0
709,284,12,1,0
710,285,1,1,0.2
711,285,13,3,0.15
712,286,24,2,0.2
713,286,12,1,0
714,287,2,1,0.2
715,287,2,2,0
716,287,20,3,0
717,287,9,2,0.2
718,288,18,3,0.2
719,289,2,1,0
720,290,2,2,0
721,291,6,1,0
722,291,4,1,0.15
723,291,22,3,0
724,292,22,3,0
725,292,22,2,0.15
726,293,1,1,0.15
727,293,19,3,0.2
728,293,22,1,0.2
729,293,23,2,0
730,294,21,2,0.1
731,294,16,1,0
732,294,2,1,0
733,295,16,1,0.1
734,296,21,3,0.15
735,297,1,3,0
736,297,3,1,0.15
737,297,3,3,0
738,297,21,2,0
739,298,20,2,0
740,298,11,2,0
741,299,15,2,0.2
742,299,22,1,0.2
743,300,14,1,0.15
744,300,12,2,0
745,301,18,1,0
746,301,12,2,0.1
747,301,7,2,0
748,301,7,3,0.15
749,302,24,1,0
750,302,22,3,0.2
751,303,10,2,0.1
752,304,1,2,0.2
753,304,4,1,0.1
754,305,12,1,0
755,306,7,2,0
756,306,16,1,0
757,306,13,2,0.1
758,306,18,3,0.1
759,307,13,3,0.15
760,307,8,1,0
761,308,13,3,0
762,308,23,1,0
763,309,22,3,0
764,310,9,1,0
765,310,9,1,0.1
766,311,18,2,0
767,312,1,1,0.15
768,312,4,2,0.2
769,313,16,2,0.2
770,314,19,2,0
771,314,19,3,0.1
772,314,20,3,0
773,315,4,1,0
774,315,18,2,0
775,315,14,2,0.15
776,315,24,1,0.15
777,316,14,1,0.1
778,317,14,1,0
779,317,14,1,0
780,317,6,3,0.1
781,318,24,2,0
782,318,14,3,0
783,319,3,3,0
784,320,13,3,0
785,321,16,1,0.1
786,322,4,2,0
787,322,23,1,0.1
788,323,20,3,0
789,323,9,3,0
790,323,2,2,0.2
791,323,20,1,0
792,324,12,3,0
793,324,17,1,0
794,324,23,2,0
795,325,5,2,0
796,326,11,2,0
797,326,15,2,0
798,327,21,3,0
799,328,23,1,0.2
800,329,8,3,0.15
801,329,9,2,0
802,329,4,1,0.2
803,329,18,2,0
804,330,20,1,0
805,331,20,1,0.2
806,331,19,2,0.2
807,331,22,2,0
808,332,24,1,0.15
809,332,24,3,0.15
810,332,6,3,0
811,333,21,1,0.1
812,333,13,3,0
813,333,3,1,0
814,334,1,2,0.2
815,334,5,1,0.1
816,334,22,1,0.2
817,334,10,1,0.2
818,335,24,2,0
819,335,23,3,0.15
820,336,14,3,0
821,337,4,3,0
822,338,18,2,0
823,338,22,3,0
824,338,6,3,0
825,339,15,2,0
826,339,23,1,0
827,339,22,3,0.15
828,340,1,3,0.15
829,340,10,1,0
830,340,16,2,0
831,341,15,1,0
832,341,10,3,0
833,342,17,1,0.1
834,343,1,3,0
835,344,2,3,0
836,344,8,2,0.1
837,345,20,1,0
838,345,19,2,0
839,345,8,3,0.1
840,345,3,3,0
841,346,20,3,0
842,346,20,1,0
843,347,1,2,0.1
844,347,22,1,0.15
845,347,24,1,0
846,348,8,2,0
847,348,16,2,0
848,349,24,1,0.15
849,349,14,2,0
850,349,6,2,0
851,350,18,2,0
852,350,1,2,0
853,351,6,3,0.2
854,351,17,3,0
855,351,20,2,0.1
856,352,20,2,0
857,352,11,1,0
858,352,20,1,0.1
859,352,13,2,0
860,353,1,1,0.15
861,353,19,2,0
862,354,10,3,0.2
863,354,20,3,0.1
864,354,22,2,0.15
865,355,15,1,0.1
866,355,23,1,0.1
867,355,23,3,0
868,356,3,2,0.15
869,357,17,2,0.2
870,357,15,1,0
871,358,1,3,0
872,358,3,3,0.2
873,358,17,2,0
874,359,19,3,0.2
875,359,6,1,0
876,359,23,1,0
877,360,1,2,0
878,360,1,3,0
879,360,14,2,0.2
880,361,2,1,0.2
881,361,24,2,0
882,361,18,2,0
883,362,15,1,0
884,362,2,1,0
885,362,2,3,0
886,363,24,1,0.1
887,363,10,3,0
888,363,21,2,0
889,363,17,3,0
890,364,22,2,0
891,365,1,1,0
892,366,20,3,0
893,367,5,3,0.1
894,367,15,2,0.15
895,367,13,2,0
896,368,7,3,0.1
897,369,13,3,0.15
898,369,13,3,0.2
899,369,23,1,0
900,370,8,2,0.1
901,370,22,2,0
902,371,8,1,0.1
903,371,10,2,0
904,371,15,2,0.1
905,371,6,3,0.1
906,372,18,2,0.2
907,372,2,3,0.15
908,372,18,3,0.1
909,372,16,2,0.1
910,373,21,1,0
911,373,17,3,0
912,373,5,3,0
913,374,1,1,0.1
914,374,13,2,0.1
915,374,18,2,0
916,375,14,2,0
917,375,3,2,0.15
918,375,15,2,0
919,375,10,1,0
920,376,2,3,0.15
921,376,2,1,0.2
922,377,14,2,0.1
923,378,24,2,0
924,378,8,3,0
925,378,21,3,0.1
926,379,22,1,0.1
927,379,14,1,0.2
928,380,9,2,0
929,381,24,1,0
930,382,3,1,0.15
931,382,23,3,0.15
932,382,19,3,0.2
933,382,13,2,0
934,383,24,2,0
935,383,13,2,0
936,384,17,3,0.2
937,385,24,3,0.1
938,385,13,3,0.2
939,385,13,3,0
940,385,23,3,0
941,386,20,3,0
942,386,1,3,0.2
943,386,20,1,0
944,387,24,1,0.15
945,388,11,2,0.1
946,389,3,2,0
947,389,12,1,0
948,390,16,2,0.1
949,390,8,1,0.15
950,390,19,1,0
951,391,15,2,0
952,391,5,1,0
953,391,11,3,0
954,392,24,1,0.15
955,392,16,3,0
956,393,14,2,0.1
957,393,16,2,0
958,393,7,1,0
959,393,12,1,0.15
960,394,7,2,0.1
961,394,11,3,0
962,394,12,1,0.15
963,395,23,1,0.1
964,395,18,3,0
965,396,23,3,0
966,396,6,3,0.1
967,396,11,2,0.15
968,397,12,3,0
969,397,7,3,0
970,397,4,3,0
971,397,10,3,0.15
972,398,7,3,0
973,399,23,3,0
974,399,10,1,0
975,400,2,3,0.2
976,400,4,1,0
977,401,3,1,0
978,401,24,2,0
979,401,7,1,0
980,402,3,2,0
981,403,15,2,0.15
982,404,12,3,0.15
983,404,10,3,0
984,404,11,2,0.1
985,404,24,3,0.1
986,405,4,3,0.2
987,405,6,3,0.15
988,405,4,1,0.1
989,406,5,1,0.1
990,406,10,3,0
991,406,20,3,0
992,407,21,2,0.2
993,407,20,1,0
994,407,2,3,0.2
995,407,17,3,0
996,408,13,3,0
997,409,21,2,0
998,410,20,3,0.1
999,410,5,1,0.15
1000,410,7,3,0
1001,410,16,3,0.2
1002,411,5,3,0.2
1003,411,21,3,0
1004,412,2,3,0
1005,412,6,1,0
1006,412,2,3,0.2
1007,412,15,2,0.15
1008,413,18,2,0
1009,413,5,3,0
1010,414,11,3,0.15
1011,415,21,3,0.1
1012,415,1,2,0
1013,416,9,1,0.1
1014,416,12,2,0.1
1015,417,2,3,0.15
1016,417,1,2,0
1017,417,21,3,0.2
1018,418,7,1,0
1019,418,13,2,0.2
1020,418,12,2,0
1021,419,24,2,0
1022,419,14,3,0.15
1023,419,20,1,0
1024,419,7,2,0.2
1025,420,19,1,0
1026,420,4,3,0
1027,421,22,2,0
1028,421,19,3,0
1029,421,7,3,0
1030,422,17,3,0
1031,422,24,1,0.15
1032,422,6,3,0.15
1033,423,9,2,0.15
1034,424,5,3,0
1035,424,19,2,0
1036,424,24,2,0.1
1037,424,7,3,0
1038,425,16,1,0.15
1039,425,9,3,0.15
1040,425,13,3,0.15
1041,425,24,2,0
1042,426,12,3,0.2
1043,426,18,3,0
1044,427,4,3,0
1045,428,14,3,0.2
1046,428,10,3,0.1
1047,428,16,2,0.2
1048,429,11,3,0
1049,429,16,2,0.2
1050,429,9,3,0
1051,430,12,3,0
1052,430,3,2,0
1053,431,17,3,0.15
1054,431,16,2,0.15
1055,432,23,3,0
1056,433,14,2,0
1057,433,4,3,0.2
1058,434,11,1,0
1059,434,20,2,0
1060,434,11,1,0
1061,435,15,3,0.15
1062,435,14,1,0.2
1063,435,1,1,0.15
1064,435,7,2,0.2
1065,436,7,1,0
1066,436,24,2,0.15
1067,436,16,3,0.2
1068,436,5,1,0
1069,437,10,3,0.15
1070,437,6,2,0.1
1071,438,14,3,0.2
1072,438,2,1,0.2
1073,438,17,1,0
1074,439,3,2,0
1075,440,13,3,0.1
1076,440,4,2,0
1077,440,9,2,0.1
1078,440,1,2,0
1079,441,16,2,0.2
1080,441,13,3,0.2
1081,441,5,2,0
1082,441,2,3,0
1083,442,20,3,0
1084,442,4,3,0.2
1085,442,5,3,0.15
1086,443,17,2,0.2
1087,443,2,1,0
1088,444,18,1,0
1089,444,22,2,0.1
1090,445,13,1,0.1
1091,445,9,1,0.15
1092,446,24,2,0
1093,446,15,3,0.15
1094,446,1,2,0
1095,447,20,3,0
1096,448,10,1,0
1097,448,20,1,0
1098,448,7,3,0
1099,449,17,3,0
1100,449,22,3,0.1
1101,450,19,1,0.1
1102,450,1,2,0
1103,450,10,3,0.15
1104,451,8,2,0.15
1105,451,16,3,0.1
1106,451,4,2,0.1
1107,452,19,2,0.15
1108,453,10,1,0
1109,453,7,2,0.15
1110,454,4,1,0
1111,455,20,2,0
1112,455,22,1,0.2
1113,455,9,3,0.15
1114,456,17,2,0.1
1115,456,9,1,0
1116,456,11,2,0.2
1117,456,24,3,0.1
1118,457,15,1,0.15
1119,457,22,2,0
1120,457,8,1,0.15
1121,458,16,3,0.15
1122,458,10,2,0
1123,458,17,1,0.2
1124,459,21,3,0
1125,459,7,2,0
1126,459,8,1,0.2
1127,460,1,2,0
1128,460,15,1,0
1129,460,13,3,0.1
1130,460,21,3,0
1131,461,24,3,0
1132,461,10,1,0.15
1133,461,12,3,0
1134,461,19,2,0
1135,462,23,2,0
1136,462,4,2,0
1137,462,7,3,0.1
1138,463,22,1,0
1139,464,19,1,0.1
1140,464,18,2,0.2
1141,464,20,1,0.15
1142,465,4,3,0
1143,465,19,1,0.2
1144,466,13,3,0
1145,466,12,1,0.1
1146,466,16,1,0
1147,466,22,2,0.2
1148,467,5,1,0.15
1149,467,18,1,0
1150,467,3,1,0
1151,467,12,1,0
1152,468,10,1,0.1
1153,468,21,2,0.15
1154,468,8,2,0.1
1155,468,22,1,0
1156,469,3,3,0
1157,469,17,1,0
1158,469,23,3,0
1159,469,22,1,0.1
1160,470,12,3,0
1161,470,13,1,0.15
1162,470,6,2,0
1163,470,22,2,0
1164,471,23,1,0
1165,471,17,3,0.1
1166,471,14,3,0
1167,472,6,1,0
1168,472,21,3,0
1169,473,19,2,0.2
1170,474,20,2,0.1
1171,474,11,2,0
1172,474,21,3,0
1173,475,22,2,0
1174,475,10,1,0
1175,475,17,1,0.2
1176,476,3,1,0.1
1177,476,15,1,0.15
1178,476,1,3,0
1179,477,23,3,0
1180,478,4,3,0
1181,478,16,1,0
1182,478,13,3,0
1183,479,7,1,0
1184,479,9,1,0
1185,480,1,1,0
1186,480,17,2,0.1
1187,480,10,2,0.1
1188,480,2,3,0.15
1189,481,4,3,0
1190,481,15,2,0
1191,481,24,3,0
1192,481,1,2,0.1
1193,482,6,1,0.1
1194,482,5,1,0
1195,482,18,3,0.15
1196,482,13,3,0
1197,483,2,1,0.2
1198,483,6,2,0
1199,484,15,2,0
1200,484,19,3,0
1201,484,13,1,0
1202,484,23,3,0
1203,485,19,1,0.15
1204,485,24,3,0.1
1205,485,21,1,0
1206,486,23,3,0.1
1207,487,18,3,0
1208,487,7,2,0.15
1209,487,5,3,0.1
1210,488,11,1,0
1211,489,11,1,0.1
1212,489,1,1,0
1213,490,18,3,0.15
1214,491,20,1,0
1215,491,12,3,0
1216,492,1,2,0
1217,493,16,2,0
1218,494,4,1,0
1219,494,24,1,0
1220,494,2,1,0
1221,495,12,3,0.2
1222,495,19,3,0.1
1223,495,19,3,0
1224,496,4,2,0.1
1225,496,3,2,0.2
1226,496,1,1,0
1227,496,12,2,0.15
1228,497,5,2,0.2
1229,498,18,1,0.2
1230,498,21,3,0.15
1231,498,11,1,0
1232,499,13,2,0.1
1233,499,22,2,0
1234,499,1,2,0
1235,499,8,2,0
1236,500,22,3,0.2
1237,500,8,1,0.2
1238,500,16,1,0
1239,500,8,1,0
1240,501,11,2,0
1241,501,11,1,0
1242,501,10,3,0
1243,501,18,1,0.15
1244,502,4,3,0
1245,502,12,2,0
1246,503,15,3,0.15
1247,504,16,2,0
1248,504,4,1,0
1249,504,16,3,0.1
1250,505,14,2,0.1
